iesu	743
a@@	657
wa@@	622
da	619
amba	604
menan	602
anega	571
ta@@	564
i@@	563
gapan	562
ame	518
ap	514
e@@	466
mega	462
o@@	458
na@@	432
ya	423
e	410
wan	404
go	404
u@@	390
ne	384
god	376
g@@	371
en	355
waenapan	341
a	332
i	313
mu@@	311
en@@	310
ka@@	307
di@@	300
m@@	299
ewa	296
k	294
den	293
iwa	288
d@@	286
in	283
ga@@	282
o	280
pa	278
ge	278
wa	277
me	274
at	274
sia	272
apan	270
an	270
up	265
nagirewa	261
ya@@	259
ta	250
mu	249
p@@	247
ae	246
b@@	242
n@@	238
nop	237
se@@	233
pen	224
an@@	219
m	215
ine	215
y@@	213
di	211
anu	208
ai@@	207
ina@@	205
s@@	204
eni	202
ar@@	198
et	196
on@@	195
am@@	185
wan@@	184
p	184
u	181
dim	177
wam	176
war@@	175
t	174
r@@	174
gu@@	174
anu@@	172
gare	168
wat	162
k@@	162
tu@@	160
t@@	160
tan	159
apanewa	155
inap	149
amon	149
ge@@	147
me@@	146
tau@@	145
ve@@	144
muga	141
ena@@	140
uon	139
ip	138
amu@@	138
to@@	136
ga	135
se	134
si@@	126
ir@@	125
nan	122
it	121
wadiamon	118
v@@	118
ra@@	118
pi	118
ewa@@	117
in@@	115
boge	113
eta	112
yam@@	110
wani	110
mepe	110
bo@@	110
apane	110
men	109
bar@@	109
mup	108
ayop	108
anun	108
pa@@	106
gawa	106
um@@	105
nagire	105
po@@	104
taba	103
ana	103
ag@@	103
one	102
ane	102
wane	101
ma@@	101
im@@	101
orup	100
yawa@@	99
tap	99
ma	99
n	98
mame	98
ane@@	98
iwandin	97
nu	95
iwan@@	95
iragi	95
inak	94
gur@@	94
wadidi@@	93
ko@@	93
wadiamot	92
tane	92
koewa	89
ase	89
aen	89
watu	88
dere	88
am	88
l@@	87
tam@@	86
nu@@	86
upi	85
iwanumun	85
ini	85
da@@	85
ap@@	85
sen	83
iwan	82
ing@@	82
iwanumune	81
baware	81
ve	80
ugup	80
pu@@	80
ep	80
tau	78
ina	78
er@@	78
wata@@	77
waen	76
ne@@	76
mini	76
endi	76
bor@@	76
bawarewa	76
‘	73
taue	73
singui	73
de@@	73
wand@@	72
wadi@@	72
ona@@	72
moni	72
airampu	72
’	71
iup	71
epi	71
wanum@@	70
oma	70
inewa	70
ene	70
namu	67
umap	66
pewa	66
imu@@	66
s	65
ot	65
ware	64
tan@@	64
otu	64
nao	64
gap	63
yav@@	62
bu@@	62
kakaewa	61
no@@	60
nega	60
ena	60
dion	60
yawan	59
tauan	59
no	59
ian	59
anune	59
wandi@@	58
tum@@	58
op	58
megawa	58
iwanum	58
aigap	58
tani	57
sewa	56
piwa	56
mon	56
kewa	56
oni	55
nan@@	55
kaima@@	55
ita	55
daiton	55
ba@@	55
vi@@	54
taiwan@@	54
oisewa	54
kaum	54
iana	54
yon	53
wamewa	53
iwandini	53
apen	53
anenen	53
yaua	52
iravi	52
ega	52
um	51
sisi	51
vena@@	50
ua	50
to	50
or@@	50
irag@@	50
diu	50
ton	49
taine	49
kakae	49
bon@@	49
bagu	49
tauen	48
tana@@	48
piup	48
paewa	48
mot	47
gwanap	47
genat	47
yawamon	46
tavewa	46
guegu@@	46
garewa	46
yawane	45
yan	45
wanup	45
wanden	45
vek	45
pita	45
mam@@	45
inamup	45
ao	45
toemu	44
pe	44
neg@@	44
kwa@@	44
gau@@	44
gam@@	44
gaet	44
waran	43
on	43
ke	43
kam@@	43
is@@	43
unu@@	42
tu	42
tauane	42
tapen	42
otua	42
munan	42
kimani	42
anuni	42
amun	42
amo@@	42
ku@@	41
ierusalem	41
gega	41
arugataet	41
ain	41
si	40
il@@	40
wani@@	39
pura	39
parisi	39
na	39
mo@@	39
ivin	39
go@@	39
ay@@	39
aro	39
wai	38
wadien	38
seni	38
pata	38
wapena	37
ut	37
tawa	37
pur@@	37
nani	37
namu@@	37
itan	37
evi	37
aro@@	37
aona@@	37
amone	37
re	34
ni	34
kaka@@	33
isi	33
aru@@	30
ima@@	29
kim@@	28
gar@@	27
nap	26
w@@	24
pena	24
mewa	24
nag@@	22
ug@@	21
tua	21
pan	19
anewa	19
air@@	17
enen	16
sa@@	15
par@@	15
wadiam@@	14
sin@@	13
amp@@	12
enat	11
em	11
0	11
ie@@	10
bag@@	10
vi	9
kiman@@	9
iwandi@@	9
dai@@	9
0@@	9
tav@@	8
iv@@	7
ba	7
ru@@	6
ira@@	6
1@@	6
'@@	5
ies@@	4
gata@@	4
gwa@@	3
gui	3
sal@@	2
iwanumu@@	2
6@@	2
5@@	2
waena@@	1
toe@@	1
iwanu@@	1
isewa	1
gataet	1
9@@	1
9	1
8	1
5	1
4@@	1
3@@	1
2@@	1
